idx,class
4775,RightWhale
4776,RightWhale
4777,RightWhale
4778,RightWhale
4779,RightWhale
4780,RightWhale
4781,RightWhale
4782,RightWhale
4783,NoWhale
4784,NoWhale
4785,RightWhale
4786,NoWhale
4787,RightWhale
4788,NoWhale
4789,RightWhale
4790,NoWhale
4791,NoWhale
4792,RightWhale
4793,RightWhale
4794,RightWhale
4795,RightWhale
4796,RightWhale
4797,RightWhale
4798,RightWhale
4799,NoWhale
4800,NoWhale
4801,RightWhale
4802,NoWhale
4803,RightWhale
4804,RightWhale
4805,RightWhale
4806,RightWhale
4807,RightWhale
4808,NoWhale
4809,RightWhale
4810,NoWhale
4811,NoWhale
4812,NoWhale
4813,NoWhale
4814,NoWhale
4815,RightWhale
4816,NoWhale
4817,RightWhale
4818,NoWhale
4819,RightWhale
4820,NoWhale
4821,NoWhale
4822,NoWhale
4823,RightWhale
4824,RightWhale
4825,NoWhale
4826,RightWhale
4827,NoWhale
4828,RightWhale
4829,RightWhale
4830,RightWhale
4831,NoWhale
4832,RightWhale
4833,NoWhale
4834,NoWhale
4835,RightWhale
4836,NoWhale
4837,NoWhale
4838,RightWhale
4839,NoWhale
4840,NoWhale
4841,RightWhale
4842,RightWhale
4843,NoWhale
4844,NoWhale
4845,RightWhale
4846,RightWhale
4847,NoWhale
4848,RightWhale
4849,RightWhale
4850,NoWhale
4851,RightWhale
4852,NoWhale
4853,RightWhale
4854,RightWhale
4855,RightWhale
4856,RightWhale
4857,NoWhale
4858,NoWhale
4859,RightWhale
4860,NoWhale
4861,RightWhale
4862,NoWhale
4863,NoWhale
4864,NoWhale
4865,NoWhale
4866,NoWhale
4867,NoWhale
4868,NoWhale
4869,RightWhale
4870,NoWhale
4871,RightWhale
4872,RightWhale
4873,NoWhale
4874,RightWhale
4875,NoWhale
4876,NoWhale
4877,NoWhale
4878,RightWhale
4879,RightWhale
4880,RightWhale
4881,RightWhale
4882,NoWhale
4883,RightWhale
4884,NoWhale
4885,RightWhale
4886,NoWhale
4887,RightWhale
4888,NoWhale
4889,RightWhale
4890,RightWhale
4891,RightWhale
4892,RightWhale
4893,NoWhale
4894,NoWhale
4895,RightWhale
4896,NoWhale
4897,NoWhale
4898,NoWhale
4899,RightWhale
4900,RightWhale
4901,RightWhale
4902,NoWhale
4903,NoWhale
4904,NoWhale
4905,NoWhale
4906,RightWhale
4907,RightWhale
4908,NoWhale
4909,NoWhale
4910,NoWhale
4911,RightWhale
4912,NoWhale
4913,NoWhale
4914,RightWhale
4915,NoWhale
4916,NoWhale
4917,RightWhale
4918,RightWhale
4919,NoWhale
4920,NoWhale
4921,RightWhale
4922,RightWhale
4923,NoWhale
4924,NoWhale
4925,RightWhale
4926,NoWhale
4927,NoWhale
4928,RightWhale
4929,NoWhale
4930,NoWhale
4931,RightWhale
4932,NoWhale
4933,NoWhale
4934,RightWhale
4935,RightWhale
4936,RightWhale
4937,NoWhale
4938,NoWhale
4939,NoWhale
4940,RightWhale
4941,NoWhale
4942,NoWhale
4943,RightWhale
4944,RightWhale
4945,NoWhale
4946,NoWhale
4947,NoWhale
4948,RightWhale
4949,NoWhale
4950,NoWhale
4951,RightWhale
4952,NoWhale
4953,NoWhale
4954,NoWhale
4955,RightWhale
4956,RightWhale
4957,RightWhale
4958,RightWhale
4959,NoWhale
4960,RightWhale
4961,NoWhale
4962,NoWhale
4963,RightWhale
4964,RightWhale
4965,NoWhale
4966,RightWhale
4967,RightWhale
4968,NoWhale
4969,RightWhale
4970,NoWhale
4971,RightWhale
4972,RightWhale
4973,NoWhale
4974,NoWhale
4975,RightWhale
4976,RightWhale
4977,RightWhale
4978,RightWhale
4979,RightWhale
4980,RightWhale
4981,RightWhale
4982,NoWhale
4983,NoWhale
4984,NoWhale
4985,NoWhale
4986,RightWhale
4987,RightWhale
4988,NoWhale
4989,RightWhale
4990,RightWhale
4991,RightWhale
4992,NoWhale
4993,RightWhale
4994,NoWhale
4995,NoWhale
4996,RightWhale
4997,RightWhale
4998,NoWhale
4999,NoWhale
5000,NoWhale
5001,NoWhale
5002,NoWhale
5003,RightWhale
5004,NoWhale
5005,NoWhale
5006,RightWhale
5007,RightWhale
5008,RightWhale
5009,RightWhale
5010,RightWhale
5011,RightWhale
5012,NoWhale
5013,NoWhale
5014,NoWhale
5015,NoWhale
5016,NoWhale
5017,NoWhale
5018,RightWhale
5019,NoWhale
5020,RightWhale
5021,RightWhale
5022,RightWhale
5023,NoWhale
5024,RightWhale
5025,RightWhale
5026,NoWhale
5027,NoWhale
5028,RightWhale
5029,RightWhale
5030,RightWhale
5031,RightWhale
5032,RightWhale
5033,NoWhale
5034,RightWhale
5035,RightWhale
5036,NoWhale
5037,RightWhale
5038,NoWhale
5039,NoWhale
5040,RightWhale
5041,NoWhale
5042,NoWhale
5043,RightWhale
5044,RightWhale
5045,NoWhale
5046,NoWhale
5047,RightWhale
5048,NoWhale
5049,NoWhale
5050,RightWhale
5051,NoWhale
5052,RightWhale
5053,NoWhale
5054,RightWhale
5055,RightWhale
5056,RightWhale
5057,NoWhale
5058,NoWhale
5059,RightWhale
5060,NoWhale
5061,RightWhale
5062,NoWhale
5063,NoWhale
5064,RightWhale
5065,RightWhale
5066,NoWhale
5067,RightWhale
5068,RightWhale
5069,RightWhale
5070,NoWhale
5071,RightWhale
5072,RightWhale
5073,NoWhale
5074,RightWhale
5075,RightWhale
5076,RightWhale
5077,RightWhale
5078,NoWhale
5079,NoWhale
5080,NoWhale
5081,RightWhale
5082,RightWhale
5083,RightWhale
5084,NoWhale
5085,RightWhale
5086,RightWhale
5087,RightWhale
5088,RightWhale
5089,NoWhale
5090,NoWhale
5091,NoWhale
5092,NoWhale
5093,RightWhale
5094,RightWhale
5095,RightWhale
5096,NoWhale
5097,RightWhale
5098,NoWhale
5099,RightWhale
5100,NoWhale
5101,RightWhale
5102,NoWhale
5103,NoWhale
5104,NoWhale
5105,NoWhale
5106,RightWhale
5107,RightWhale
5108,RightWhale
5109,NoWhale
5110,RightWhale
5111,RightWhale
5112,NoWhale
5113,NoWhale
5114,NoWhale
5115,NoWhale
5116,RightWhale
5117,RightWhale
5118,RightWhale
5119,RightWhale
5120,NoWhale
5121,NoWhale
5122,RightWhale
5123,NoWhale
5124,RightWhale
5125,NoWhale
5126,RightWhale
5127,NoWhale
5128,RightWhale
5129,RightWhale
5130,NoWhale
5131,RightWhale
5132,RightWhale
5133,RightWhale
5134,RightWhale
5135,RightWhale
5136,RightWhale
5137,RightWhale
5138,RightWhale
5139,RightWhale
5140,NoWhale
5141,NoWhale
5142,NoWhale
5143,NoWhale
5144,NoWhale
5145,RightWhale
5146,NoWhale
5147,NoWhale
5148,NoWhale
5149,RightWhale
5150,RightWhale
5151,RightWhale
5152,NoWhale
5153,NoWhale
5154,NoWhale
5155,NoWhale
5156,RightWhale
5157,RightWhale
5158,NoWhale
5159,NoWhale
5160,RightWhale
5161,RightWhale
5162,NoWhale
5163,NoWhale
5164,NoWhale
5165,RightWhale
5166,NoWhale
5167,NoWhale
5168,NoWhale
5169,RightWhale
5170,NoWhale
5171,NoWhale
5172,RightWhale
5173,RightWhale
5174,RightWhale
5175,RightWhale
5176,RightWhale
5177,RightWhale
5178,RightWhale
5179,NoWhale
5180,NoWhale
5181,RightWhale
5182,NoWhale
5183,RightWhale
5184,NoWhale
5185,NoWhale
5186,NoWhale
5187,NoWhale
5188,NoWhale
5189,RightWhale
5190,NoWhale
5191,RightWhale
5192,NoWhale
5193,NoWhale
5194,NoWhale
5195,NoWhale
5196,RightWhale
5197,NoWhale
5198,RightWhale
5199,RightWhale
5200,RightWhale
5201,RightWhale
5202,NoWhale
5203,RightWhale
5204,RightWhale
5205,NoWhale
5206,RightWhale
5207,RightWhale
5208,RightWhale
5209,RightWhale
5210,NoWhale
5211,NoWhale
5212,RightWhale
5213,RightWhale
5214,RightWhale
5215,RightWhale
5216,NoWhale
5217,NoWhale
5218,RightWhale
5219,RightWhale
5220,NoWhale
5221,RightWhale
5222,NoWhale
5223,NoWhale
5224,RightWhale
5225,NoWhale
5226,RightWhale
5227,RightWhale
5228,NoWhale
5229,NoWhale
5230,RightWhale
5231,NoWhale
5232,RightWhale
5233,NoWhale
5234,NoWhale
5235,NoWhale
5236,NoWhale
5237,NoWhale
5238,NoWhale
5239,RightWhale
5240,NoWhale
5241,RightWhale
5242,NoWhale
5243,NoWhale
5244,NoWhale
5245,NoWhale
5246,NoWhale
5247,NoWhale
5248,RightWhale
5249,RightWhale
5250,NoWhale
5251,RightWhale
5252,RightWhale
5253,RightWhale
5254,RightWhale
5255,RightWhale
5256,RightWhale
5257,RightWhale
5258,NoWhale
5259,NoWhale
5260,NoWhale
5261,NoWhale
5262,RightWhale
5263,RightWhale
5264,NoWhale
5265,RightWhale
5266,NoWhale
5267,NoWhale
5268,NoWhale
5269,RightWhale
5270,RightWhale
5271,NoWhale
5272,RightWhale
5273,NoWhale
5274,NoWhale
5275,RightWhale
5276,RightWhale
5277,RightWhale
5278,NoWhale
5279,RightWhale
5280,RightWhale
5281,NoWhale
5282,RightWhale
5283,RightWhale
5284,RightWhale
5285,NoWhale
5286,NoWhale
5287,RightWhale
5288,RightWhale
5289,NoWhale
5290,RightWhale
5291,NoWhale
5292,RightWhale
5293,NoWhale
5294,NoWhale
5295,RightWhale
5296,NoWhale
5297,RightWhale
5298,RightWhale
5299,RightWhale
5300,NoWhale
5301,RightWhale
5302,NoWhale
5303,NoWhale
5304,RightWhale
5305,RightWhale
5306,RightWhale
5307,RightWhale
5308,NoWhale
5309,NoWhale
5310,NoWhale
5311,RightWhale
5312,NoWhale
5313,NoWhale
5314,NoWhale
5315,NoWhale
5316,NoWhale
5317,NoWhale
5318,NoWhale
5319,RightWhale
5320,RightWhale
5321,RightWhale
5322,RightWhale
5323,NoWhale
5324,NoWhale
5325,RightWhale
5326,NoWhale
5327,RightWhale
5328,NoWhale
5329,RightWhale
5330,RightWhale
5331,RightWhale
5332,RightWhale
5333,RightWhale
5334,RightWhale
5335,NoWhale
5336,NoWhale
5337,RightWhale
5338,NoWhale
5339,RightWhale
5340,RightWhale
5341,RightWhale
5342,NoWhale
5343,NoWhale
5344,NoWhale
5345,RightWhale
5346,RightWhale
5347,RightWhale
5348,RightWhale
5349,RightWhale
5350,NoWhale
5351,NoWhale
5352,NoWhale
5353,RightWhale
5354,NoWhale
5355,NoWhale
5356,NoWhale
5357,NoWhale
5358,NoWhale
5359,RightWhale
5360,NoWhale
5361,RightWhale
5362,NoWhale
5363,NoWhale
5364,RightWhale
5365,RightWhale
5366,NoWhale
5367,RightWhale
5368,RightWhale
5369,NoWhale
5370,NoWhale
5371,NoWhale
5372,NoWhale
5373,NoWhale
5374,NoWhale
5375,RightWhale
5376,RightWhale
5377,RightWhale
5378,NoWhale
5379,RightWhale
5380,NoWhale
5381,NoWhale
5382,RightWhale
5383,NoWhale
5384,NoWhale
5385,RightWhale
5386,RightWhale
5387,RightWhale
5388,RightWhale
5389,RightWhale
5390,RightWhale
5391,RightWhale
5392,RightWhale
5393,RightWhale
5394,RightWhale
5395,NoWhale
5396,RightWhale
5397,NoWhale
5398,NoWhale
5399,RightWhale
5400,RightWhale
5401,RightWhale
5402,RightWhale
5403,NoWhale
5404,RightWhale
5405,NoWhale
5406,RightWhale
5407,RightWhale
5408,NoWhale
5409,NoWhale
5410,RightWhale
5411,RightWhale
5412,RightWhale
5413,NoWhale
5414,RightWhale
5415,RightWhale
5416,NoWhale
5417,RightWhale
5418,RightWhale
5419,RightWhale
5420,NoWhale
5421,RightWhale
5422,NoWhale
5423,NoWhale
5424,RightWhale
5425,NoWhale
5426,NoWhale
5427,NoWhale
5428,NoWhale
5429,RightWhale
5430,NoWhale
5431,RightWhale
5432,RightWhale
5433,NoWhale
5434,RightWhale
5435,NoWhale
5436,RightWhale
5437,NoWhale
5438,NoWhale
5439,RightWhale
5440,RightWhale
5441,RightWhale
5442,NoWhale
5443,NoWhale
5444,RightWhale
5445,RightWhale
5446,NoWhale
5447,NoWhale
5448,RightWhale
5449,NoWhale
5450,NoWhale
5451,NoWhale
5452,RightWhale
5453,RightWhale
5454,RightWhale
5455,RightWhale
5456,RightWhale
5457,RightWhale
5458,RightWhale
5459,RightWhale
5460,NoWhale
5461,RightWhale
5462,RightWhale
5463,NoWhale
5464,RightWhale
5465,NoWhale
5466,NoWhale
5467,RightWhale
5468,NoWhale
5469,RightWhale
5470,NoWhale
5471,NoWhale
5472,NoWhale
5473,NoWhale
5474,NoWhale
5475,NoWhale
5476,NoWhale
5477,NoWhale
5478,RightWhale
5479,NoWhale
5480,RightWhale
5481,RightWhale
5482,NoWhale
5483,NoWhale
5484,RightWhale
5485,NoWhale
5486,NoWhale
5487,NoWhale
5488,RightWhale
5489,RightWhale
5490,NoWhale
5491,RightWhale
5492,NoWhale
5493,RightWhale
5494,NoWhale
5495,RightWhale
5496,RightWhale
5497,RightWhale
5498,NoWhale
5499,NoWhale
5500,RightWhale
5501,RightWhale
5502,RightWhale
5503,NoWhale
5504,NoWhale
5505,NoWhale
5506,RightWhale
5507,NoWhale
5508,NoWhale
5509,NoWhale
5510,NoWhale
5511,NoWhale
5512,RightWhale
5513,NoWhale
5514,NoWhale
5515,RightWhale
5516,RightWhale
5517,RightWhale
5518,RightWhale
5519,NoWhale
5520,NoWhale
5521,RightWhale
5522,NoWhale
5523,NoWhale
5524,NoWhale
5525,NoWhale
5526,NoWhale
5527,RightWhale
5528,NoWhale
5529,RightWhale
5530,NoWhale
5531,RightWhale
5532,NoWhale
5533,RightWhale
5534,NoWhale
5535,RightWhale
5536,NoWhale
5537,RightWhale
5538,RightWhale
5539,NoWhale
5540,NoWhale
5541,NoWhale
5542,RightWhale
5543,RightWhale
5544,NoWhale
5545,NoWhale
5546,RightWhale
5547,RightWhale
5548,RightWhale
5549,RightWhale
5550,RightWhale
5551,RightWhale
5552,NoWhale
5553,RightWhale
5554,NoWhale
5555,NoWhale
5556,NoWhale
5557,NoWhale
5558,RightWhale
5559,RightWhale
5560,NoWhale
5561,NoWhale
5562,NoWhale
5563,NoWhale
5564,RightWhale
5565,RightWhale
5566,RightWhale
5567,RightWhale
5568,RightWhale
5569,NoWhale
5570,NoWhale
5571,NoWhale
5572,NoWhale
5573,RightWhale
5574,NoWhale
5575,RightWhale
5576,NoWhale
5577,NoWhale
5578,RightWhale
5579,NoWhale
5580,RightWhale
5581,RightWhale
5582,RightWhale
5583,NoWhale
5584,NoWhale
5585,RightWhale
5586,RightWhale
5587,RightWhale
5588,NoWhale
5589,NoWhale
5590,RightWhale
5591,NoWhale
5592,NoWhale
5593,NoWhale
5594,RightWhale
5595,RightWhale
5596,NoWhale
5597,RightWhale
5598,NoWhale
5599,RightWhale
5600,RightWhale
5601,NoWhale
5602,RightWhale
5603,NoWhale
5604,RightWhale
5605,RightWhale
5606,RightWhale
5607,NoWhale
5608,NoWhale
5609,RightWhale
5610,RightWhale
5611,NoWhale
5612,RightWhale
5613,RightWhale
5614,NoWhale
5615,NoWhale
5616,NoWhale
5617,NoWhale
5618,NoWhale
5619,RightWhale
5620,RightWhale
5621,NoWhale
5622,RightWhale
5623,NoWhale
5624,NoWhale
5625,NoWhale
5626,NoWhale
5627,RightWhale
5628,RightWhale
5629,RightWhale
5630,RightWhale
5631,RightWhale
5632,RightWhale
5633,RightWhale
5634,NoWhale
5635,RightWhale
5636,RightWhale
5637,NoWhale
5638,NoWhale
5639,NoWhale
5640,NoWhale
5641,NoWhale
5642,NoWhale
5643,NoWhale
5644,NoWhale
5645,RightWhale
5646,RightWhale
5647,RightWhale
5648,RightWhale
5649,RightWhale
5650,RightWhale
5651,RightWhale
5652,RightWhale
5653,NoWhale
5654,RightWhale
5655,NoWhale
5656,RightWhale
5657,NoWhale
5658,NoWhale
5659,NoWhale
5660,RightWhale
5661,NoWhale
5662,RightWhale
5663,RightWhale
5664,NoWhale
5665,RightWhale
5666,RightWhale
5667,RightWhale
5668,RightWhale
5669,NoWhale
5670,NoWhale
5671,NoWhale
5672,NoWhale
5673,RightWhale
5674,RightWhale
5675,NoWhale
5676,NoWhale
5677,NoWhale
5678,NoWhale
5679,RightWhale
5680,NoWhale
5681,NoWhale
5682,RightWhale
5683,NoWhale
5684,NoWhale
5685,NoWhale
5686,NoWhale
5687,NoWhale
5688,RightWhale
5689,NoWhale
5690,NoWhale
5691,NoWhale
5692,RightWhale
5693,RightWhale
5694,RightWhale
5695,NoWhale
5696,NoWhale
5697,NoWhale
5698,RightWhale
5699,NoWhale
5700,NoWhale
5701,RightWhale
5702,RightWhale
5703,NoWhale
5704,RightWhale
5705,RightWhale
5706,RightWhale
5707,RightWhale
5708,NoWhale
5709,NoWhale
5710,NoWhale
5711,NoWhale
5712,NoWhale
5713,RightWhale
5714,RightWhale
5715,RightWhale
5716,NoWhale
5717,NoWhale
5718,NoWhale
5719,RightWhale
5720,RightWhale
5721,NoWhale
5722,RightWhale
5723,RightWhale
5724,NoWhale
5725,RightWhale
5726,NoWhale
5727,RightWhale
5728,RightWhale
5729,RightWhale
5730,NoWhale
5731,RightWhale
5732,RightWhale
5733,NoWhale
5734,NoWhale
5735,RightWhale
5736,NoWhale
5737,NoWhale
5738,RightWhale
5739,NoWhale
5740,NoWhale
5741,NoWhale
5742,NoWhale
5743,NoWhale
5744,NoWhale
5745,NoWhale
5746,RightWhale
5747,NoWhale
5748,NoWhale
5749,NoWhale
5750,NoWhale
5751,RightWhale
5752,RightWhale
5753,RightWhale
5754,RightWhale
5755,RightWhale
5756,NoWhale
5757,NoWhale
5758,NoWhale
5759,RightWhale
5760,RightWhale
5761,NoWhale
5762,NoWhale
5763,NoWhale
5764,RightWhale
5765,NoWhale
5766,RightWhale
5767,RightWhale
5768,NoWhale
5769,NoWhale
5770,NoWhale
5771,NoWhale
5772,NoWhale
5773,RightWhale
5774,RightWhale
5775,NoWhale
5776,NoWhale
5777,RightWhale
5778,RightWhale
5779,NoWhale
5780,RightWhale
5781,RightWhale
5782,RightWhale
5783,RightWhale
5784,RightWhale
5785,RightWhale
5786,NoWhale
5787,RightWhale
5788,NoWhale
5789,RightWhale
5790,RightWhale
5791,NoWhale
5792,NoWhale
5793,RightWhale
5794,RightWhale
5795,RightWhale
5796,RightWhale
5797,RightWhale
5798,RightWhale
5799,NoWhale
5800,NoWhale
5801,RightWhale
5802,NoWhale
5803,RightWhale
5804,RightWhale
5805,RightWhale
5806,NoWhale
5807,NoWhale
5808,NoWhale
5809,RightWhale
5810,RightWhale
5811,NoWhale
5812,NoWhale
5813,NoWhale
5814,NoWhale
5815,NoWhale
5816,NoWhale
5817,RightWhale
5818,RightWhale
5819,NoWhale
5820,NoWhale
5821,RightWhale
5822,RightWhale
5823,RightWhale
5824,NoWhale
5825,RightWhale
5826,RightWhale
5827,NoWhale
5828,NoWhale
5829,NoWhale
5830,NoWhale
5831,RightWhale
5832,NoWhale
5833,NoWhale
5834,RightWhale
5835,NoWhale
5836,NoWhale
5837,NoWhale
5838,NoWhale
5839,RightWhale
5840,RightWhale
5841,RightWhale
5842,NoWhale
5843,NoWhale
5844,NoWhale
5845,RightWhale
5846,NoWhale
5847,NoWhale
5848,NoWhale
5849,RightWhale
5850,NoWhale
5851,RightWhale
5852,RightWhale
5853,RightWhale
5854,RightWhale
5855,NoWhale
5856,RightWhale
5857,NoWhale
5858,NoWhale
5859,RightWhale
5860,RightWhale
5861,NoWhale
5862,NoWhale
5863,RightWhale
5864,NoWhale
5865,NoWhale
5866,NoWhale
5867,RightWhale
5868,RightWhale
5869,RightWhale
5870,NoWhale
5871,RightWhale
5872,RightWhale
5873,NoWhale
5874,RightWhale
5875,NoWhale
5876,RightWhale
5877,NoWhale
5878,RightWhale
5879,NoWhale
5880,RightWhale
5881,NoWhale
5882,NoWhale
5883,NoWhale
5884,NoWhale
5885,NoWhale
5886,NoWhale
5887,NoWhale
5888,RightWhale
5889,RightWhale
5890,RightWhale
5891,NoWhale
5892,RightWhale
5893,NoWhale
5894,RightWhale
5895,RightWhale
5896,RightWhale
5897,NoWhale
5898,NoWhale
5899,NoWhale
5900,NoWhale
5901,RightWhale
5902,NoWhale
5903,NoWhale
5904,NoWhale
5905,RightWhale
5906,RightWhale
5907,NoWhale
5908,NoWhale
5909,RightWhale
5910,RightWhale
5911,RightWhale
5912,RightWhale
5913,RightWhale
5914,NoWhale
5915,RightWhale
5916,NoWhale
5917,RightWhale
5918,NoWhale
5919,NoWhale
5920,NoWhale
5921,RightWhale
5922,NoWhale
5923,RightWhale
5924,RightWhale
5925,RightWhale
5926,RightWhale
5927,RightWhale
5928,NoWhale
5929,NoWhale
5930,RightWhale
5931,NoWhale
5932,NoWhale
5933,NoWhale
5934,NoWhale
5935,NoWhale
5936,RightWhale
5937,NoWhale
5938,NoWhale
5939,RightWhale
5940,RightWhale
5941,RightWhale
5942,RightWhale
5943,RightWhale
5944,RightWhale
5945,NoWhale
5946,RightWhale
5947,NoWhale
5948,NoWhale
5949,NoWhale
5950,NoWhale
5951,NoWhale
5952,RightWhale
5953,RightWhale
5954,RightWhale
5955,RightWhale
5956,RightWhale
5957,NoWhale
5958,NoWhale
5959,NoWhale
5960,RightWhale
5961,NoWhale
5962,RightWhale
5963,NoWhale
5964,NoWhale
5965,NoWhale
5966,NoWhale
5967,RightWhale
5968,NoWhale
5969,RightWhale
5970,NoWhale
5971,NoWhale
5972,NoWhale
5973,RightWhale
5974,RightWhale
5975,RightWhale
5976,NoWhale
5977,RightWhale
5978,RightWhale
5979,RightWhale
5980,RightWhale
5981,RightWhale
5982,RightWhale
5983,RightWhale
5984,RightWhale
5985,RightWhale
5986,RightWhale
5987,NoWhale
5988,NoWhale
5989,NoWhale
5990,RightWhale
5991,NoWhale
5992,NoWhale
5993,RightWhale
5994,RightWhale
5995,RightWhale
5996,RightWhale
5997,RightWhale
5998,RightWhale
5999,NoWhale
6000,NoWhale
6001,RightWhale
6002,NoWhale
6003,NoWhale
6004,RightWhale
6005,NoWhale
6006,NoWhale
6007,RightWhale
6008,RightWhale
6009,NoWhale
6010,RightWhale
6011,RightWhale
6012,RightWhale
6013,NoWhale
6014,RightWhale
6015,RightWhale
6016,RightWhale
6017,NoWhale
6018,RightWhale
6019,NoWhale
6020,RightWhale
6021,RightWhale
6022,NoWhale
6023,NoWhale
6024,RightWhale
6025,NoWhale
6026,RightWhale
6027,RightWhale
6028,RightWhale
6029,NoWhale
6030,NoWhale
6031,RightWhale
6032,RightWhale
6033,NoWhale
6034,RightWhale
6035,NoWhale
6036,NoWhale
6037,NoWhale
6038,NoWhale
6039,RightWhale
6040,RightWhale
6041,NoWhale
6042,RightWhale
6043,NoWhale
6044,NoWhale
6045,RightWhale
6046,RightWhale
6047,NoWhale
6048,RightWhale
6049,NoWhale
6050,RightWhale
6051,RightWhale
6052,RightWhale
6053,NoWhale
6054,RightWhale
6055,NoWhale
6056,NoWhale
6057,RightWhale
6058,NoWhale
6059,RightWhale
6060,RightWhale
6061,RightWhale
6062,NoWhale
6063,RightWhale
6064,RightWhale
6065,RightWhale
6066,NoWhale
6067,NoWhale
6068,NoWhale
6069,RightWhale
6070,RightWhale
6071,RightWhale
6072,RightWhale
6073,NoWhale
6074,NoWhale
6075,NoWhale
6076,NoWhale
6077,RightWhale
6078,NoWhale
6079,RightWhale
6080,NoWhale
6081,RightWhale
6082,RightWhale
6083,NoWhale
6084,NoWhale
6085,NoWhale
6086,RightWhale
6087,RightWhale
6088,NoWhale
6089,RightWhale
6090,RightWhale
6091,NoWhale
6092,NoWhale
6093,NoWhale
6094,NoWhale
6095,RightWhale
6096,RightWhale
6097,NoWhale
6098,NoWhale
6099,RightWhale
6100,NoWhale
6101,RightWhale
6102,NoWhale
6103,RightWhale
6104,NoWhale
6105,NoWhale
6106,RightWhale
6107,RightWhale
6108,RightWhale
6109,NoWhale
6110,RightWhale
6111,NoWhale
6112,NoWhale
6113,NoWhale
6114,NoWhale
6115,RightWhale
6116,RightWhale
6117,RightWhale
6118,NoWhale
6119,NoWhale
6120,RightWhale
6121,NoWhale
6122,NoWhale
6123,RightWhale
6124,RightWhale
6125,NoWhale
6126,RightWhale
6127,RightWhale
6128,RightWhale
6129,NoWhale
6130,RightWhale
6131,NoWhale
6132,RightWhale
6133,RightWhale
6134,RightWhale
6135,NoWhale
6136,NoWhale
6137,NoWhale
6138,RightWhale
6139,RightWhale
6140,NoWhale
6141,NoWhale
6142,RightWhale
6143,NoWhale
6144,NoWhale
6145,NoWhale
6146,NoWhale
6147,RightWhale
6148,RightWhale
6149,RightWhale
6150,NoWhale
6151,RightWhale
6152,NoWhale
6153,RightWhale
6154,RightWhale
6155,RightWhale
6156,RightWhale
6157,RightWhale
6158,NoWhale
6159,RightWhale
6160,NoWhale
6161,NoWhale
6162,NoWhale
6163,RightWhale
6164,NoWhale
6165,NoWhale
6166,RightWhale
6167,NoWhale
6168,RightWhale
6169,RightWhale
6170,NoWhale
6171,NoWhale
6172,NoWhale
6173,RightWhale
6174,NoWhale
6175,RightWhale
6176,RightWhale
6177,NoWhale
6178,RightWhale
6179,NoWhale
6180,NoWhale
6181,RightWhale
6182,RightWhale
6183,NoWhale
6184,RightWhale
6185,NoWhale
6186,RightWhale
6187,NoWhale
6188,RightWhale
6189,RightWhale
6190,NoWhale
6191,NoWhale
6192,NoWhale
6193,NoWhale
6194,NoWhale
6195,RightWhale
6196,NoWhale
6197,NoWhale
6198,NoWhale
6199,NoWhale
6200,NoWhale
6201,NoWhale
6202,RightWhale
6203,NoWhale
6204,RightWhale
6205,RightWhale
6206,NoWhale
6207,RightWhale
6208,RightWhale
6209,RightWhale
6210,NoWhale
6211,NoWhale
6212,NoWhale
6213,NoWhale
6214,RightWhale
6215,RightWhale
6216,NoWhale
6217,RightWhale
6218,NoWhale
6219,RightWhale
6220,RightWhale
6221,RightWhale
6222,RightWhale
6223,RightWhale
6224,RightWhale
6225,RightWhale
6226,NoWhale
6227,RightWhale
6228,NoWhale
6229,RightWhale
6230,NoWhale
6231,RightWhale
6232,NoWhale
6233,RightWhale
6234,RightWhale
6235,RightWhale
6236,NoWhale
6237,NoWhale
6238,NoWhale
6239,RightWhale
6240,NoWhale
6241,NoWhale
6242,NoWhale
6243,NoWhale
6244,NoWhale
6245,RightWhale
6246,NoWhale
6247,NoWhale
6248,RightWhale
6249,RightWhale
6250,RightWhale
6251,RightWhale
6252,RightWhale
6253,RightWhale
6254,NoWhale
6255,RightWhale
6256,NoWhale
6257,RightWhale
6258,RightWhale
6259,RightWhale
6260,RightWhale
6261,RightWhale
6262,NoWhale
6263,RightWhale
6264,NoWhale
6265,NoWhale
6266,NoWhale
6267,RightWhale
6268,RightWhale
6269,NoWhale
6270,NoWhale
6271,RightWhale
6272,RightWhale
6273,RightWhale
6274,RightWhale
6275,RightWhale
6276,NoWhale
6277,RightWhale
6278,RightWhale
6279,NoWhale
6280,NoWhale
6281,RightWhale
6282,NoWhale
6283,NoWhale
6284,RightWhale
6285,RightWhale
6286,NoWhale
6287,RightWhale
6288,NoWhale
6289,NoWhale
6290,NoWhale
6291,NoWhale
6292,RightWhale
6293,NoWhale
6294,NoWhale
6295,NoWhale
6296,RightWhale
6297,NoWhale
6298,RightWhale
6299,RightWhale
6300,RightWhale
6301,NoWhale
6302,RightWhale
6303,RightWhale
6304,NoWhale
6305,NoWhale
6306,RightWhale
6307,NoWhale
6308,RightWhale
6309,RightWhale
6310,NoWhale
6311,NoWhale
6312,NoWhale
6313,NoWhale
6314,NoWhale
6315,NoWhale
6316,RightWhale
6317,RightWhale
6318,NoWhale
6319,NoWhale
6320,RightWhale
6321,NoWhale
6322,NoWhale
6323,RightWhale
6324,NoWhale
6325,RightWhale
6326,RightWhale
6327,RightWhale
6328,RightWhale
6329,RightWhale
